file,venue_name,venue_location,date,act_name,performers,description,billing_notes,ticket_prices
NFA178R12-35_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, DECEMBER 12th, 1892",ALBERT HAYWARD,LITTLE TONY CARLTH E PRICE,Comic Vocalist and Descriptive Actor.,Regretment of the Wonderful Prize Packet.,"WANTED MUSICAL MASTERS, Black and White Comedians, Economic Performers and Dayers."
NFA178R12-37_binarized.png,ARGYLL THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, MARCH 20th, 1893",HARRISON,ARCHIE RICHARDS,See their Laughable Act. 'MURPHY'S DANCING CONTEST.',Engagement for this Week only. Miss,...
NFA178R12-37_binarized.png,ARGYLL THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, MARCH 20th, 1893",EMSLEY,NELLY MAC COTTERILL,American Comedies and Musical Expert.,For this Week only. Miss,...
NFA178R12-37_binarized.png,ARGYLL THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, MARCH 20th, 1893",COMBINATION,ADA WHITTON; HENSEY; BARRINGTON MASSEY,"In their Side-epithets Absurdity, entitled 'A GREAT MISTAKE!'. Another Christie Performer, for Six Nights only. Miss","For this Week only. Renowned Comic Singer, Mr. TED",...
NFA178R12-38_binarized.png,ARGYLL THEATRE OF VARIETIES,BIRKENHEAD,"EASTER MONDAY, APRIL 3RD, 1893",Mr. ARTHUR LLOYD,THE GREAT VOCAL COMEDIAN.,,,[illegible]
NFA178R12-38_binarized.png,ARGYLL THEATRE OF VARIETIES,BIRKENHEAD,"EASTER MONDAY, APRIL 3RD, 1893",HOLMES AND MISS MARION LENA,PRINCE SAWYER & ELLIS DE CONE,Their Marvelous Performance both Nore and Amuse.,"For Six Nights only, Mr. GEORGE",[illegible]
NFA178R12-38_binarized.png,ARGYLL THEATRE OF VARIETIES,BIRKENHEAD,"EASTER MONDAY, APRIL 3RD, 1893",LESLIE KING-LLOYD,ANNIE KING-LLOYD,,,[illegible]
NFA178R12-38_binarized.png,ARGYLL THEATRE OF VARIETIES,BIRKENHEAD,"EASTER MONDAY, APRIL 3RD, 1893",VIOLET REEFERN,LOUISIANA QUARTETTE,"In Their Renowned and Beautiful Negro Ballads, Glee and Madrigals. See Their Iteration of the Roller Skate Dance.",,[illegible]
NFA178R12-39_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 10th, 1893",Dunbar,Cissie Trent,The Greatest Focal Actor in the Profession.,Queen of Quirkly Chantez Articles.,
NFA178R12-39_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 10th, 1893",Chippendale,Miss Retta Richter,Sonic Comic and Descriptive Vocalist.,First Appearance in Birkenhead by Mr. HARRY,
NFA178R12-39_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 10th, 1893",Foster,Louisa Minstrels,"The Vocal Proclamation, in his Celebrated Entertainments, Mirthful Moments.",In consequence of the Extremest Success of the Company of the Louisiana Minstrels They are retained for another Week.,
NFA178R12-39_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 10th, 1893",Polly Redfern,Regent O'Mara,Wonderful Voice - Favorite Songs - Splendid Wardschuss.,"For Six Nights only, the Pianing Vocalist, Miss",
NFA178R12-39_binarized.png,Argyle Theatre of Varieties,Birkenhead,"Monday, April 10th, 1893",Gatwards,Hal and Winnie,Specialty Performers of the Most Exquisite and Delicate Banjolite and Expert Manipulators of a Beautiful Pastel of Silvered Balls.,Time of Opening and Prices as Usual.,
NFA178R12-40_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, APRIL 24th, 1893",Dempsey,Leslie,A Comedian & Vocalist,"For this Week only, the first appearance of Comedy, RERRIE JENWIT",[illegible]
NFA178R12-40_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, APRIL 24th, 1893",Nixon,Pollinta's Wonderful Manikins!,"A Comedian, A Vocalist, A Dancer.",Important Engagement of Madame,[illegible]
NFA178R12-40_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, APRIL 24th, 1893",Sisters Hill,Finley,A Character Lady & Descriptive Vocalist,"Original Yankee Specialties, Full of Fun, Novelty & Surprise.",[illegible]
NFA178R12-40_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, APRIL 24th, 1893",Rankin,Valley,A Character Lady & Descriptive Vocalist,Another Specialty in Miss FLO,[illegible]
NFA178R12-40_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, APRIL 24th, 1893",Woodhead,The Musical Marvel!,Who Performs upon 7 or 8 different Instruments at one time.,Look Out for Hal Aubrey's Grand Complimentary Benefit,[illegible]
NFA178R12-41_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, MAY 1st, 1893",DALTREY HIGGINS,Miss SELINA,[illegible],[illegible],[illegible]
NFA178R12-41_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, MAY 1st, 1893",SEAFORTH,Miss CARRIE,[illegible],[illegible],[illegible]
NFA178R12-41_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, MAY 1st, 1893",ANDERSON ST. JOHNS,Gale and Edith,[illegible],[illegible],[illegible]
NFA178R12-41_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, MAY 1st, 1893",LENA DORRETT,[illegible],[illegible],[illegible],[illegible]
NFA178R12-41_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, MAY 1st, 1893",GRAHAM,[illegible],[illegible],[illegible],[illegible]
NFA178R12-41_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, MAY 1st, 1893",NELLIE LOVELL,[illegible],[illegible],[illegible],[illegible]
NFA178R12-41_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, MAY 1st, 1893",GOULD,[illegible],[illegible],[illegible],[illegible]
NFA178R12-41_binarized.png,ARGYLE THEATRE OF VARIETIES,BIRKENHEAD,"MONDAY, MAY 1st, 1893",5-ARLOTTIS-5,[illegible],[illegible],[illegible],[illegible]
NFA178R12-43_binarized.png,ARGYLL THEATRE OF VARIETIES,M. D. ORNINWELL,"MONDAY, JUNE 12th, 1893",BIGNELL THE DODGER UP-TO-DATE!,BIGNELL,One of the most Popular Comedians & Greatest Character Singers ON THE MUSIC HALL STAGE.,His Songs are whistled and sung all over London!,...
NFA178R12-9_binarized.png,Argyle Theatre of Varieties,"Angry Street, Birkenhead","Monday, Mar. 3, 1890",Silvani Troupe,Louie Deakin; Westwood Bob Gates,"Beautiful Young Lady Sicopolitians, Adel, Emma, Margaret, and Mary, the Four Young Ladies of the Troop.",First Appearance in Birkenhead of the Four Young Ladies of the Troop.,Gallery: 3d. 5d. 7d. 1s.
NFA178R12-9_binarized.png,Argyle Theatre of Varieties,"Angry Street, Birkenhead","Monday, Mar. 3, 1890",Olympian Quintette,Nellie Ward; Brannan,"In all New Jive, Trios and Miscellaneous Songs.",First Appearance in Birkenhead of Miss Nellie Ward Brannan.,Gallery: 3d. 5d. 7d. 1s.
NFA178R12-9_binarized.png,Argyle Theatre of Varieties,"Angry Street, Birkenhead","Monday, Mar. 3, 1890",Back From Kansas,Cornish; Hardy; Sampson; Brothers Slocum,"Great Success and Last Six Nights of the Plantation Songs, Dances, and the Original Entertainments.","By Messrs. Cornish, Hardy, Sampson and the Brothers Slocum.",Gallery: 3d. 5d. 7d. 1s.
