accession_id,performance_date,act_name,act_description,source_file,poster_id,primary_category,all_categories,num_labels
178R12,"MONDAY, MARCH 20th, 1893",NELLY MAC,Descriptive Vocalist and Empress of Low Comedy.,NFA178R12-37.jpg,178R12.37,Comedians,Comedians,1
178R12,"MONDAY, MARCH 20th, 1893",COTTERILL,Comic Vocalist and Dramatic Reciter.,NFA178R12-37.jpg,178R12.37,Comedians,Comedians,1
178R12,"MONDAY, MARCH 20th, 1893",COMBINERATION,"In their Side-splitting Absurdity, entitled “A GREAT MISTAKE!”",NFA178R12-37.jpg,178R12.37,Comedians,"Comedians, Motion pictures",2
178R12,"MONDAY, MARCH 20th, 1893",ADA WHITTON,The Great Male Impersonator.,NFA178R12-37.jpg,178R12.37,Male impersonators,"Male impersonators, Imitation",2
178R12,"MONDAY, MARCH 20th, 1893",HENSEY,A Superlative Dancer.,NFA178R12-37.jpg,178R12.37,Dance,Dance,1
178R12,"MONDAY, MARCH 20th, 1893",BARRINGTON,"Burlesque Actress, Vocalist and Skirt Dancer.",NFA178R12-37.jpg,178R12.37,Dance,"Dance, Comedians",2
178R12,"MONDAY, MARCH 20th, 1893",MASSEY,The most wonderful Double-Voiced Lady in ihe Profession.,NFA178R12-37.jpg,178R12.37,Tightrope walking,"Tightrope walking, Singing",2
178R12,"Monday, April 19th. 1920",WAL LANGTRY,"Popular Comedian, Dry and Droll.",NFA178R12-262.jpg,178R12.262,Comedians,"Comedians, Acrobats",2
178R12,"Monday, April 19th. 1920",DOLLIE and BILLIE,In Comedy Charaster Stadise.,NFA178R12-262.jpg,178R12.262,Comedians,Comedians,1
178R12,"Monday, April 19th. 1920",E. J. MOORE,American Comedy Conjurer.,NFA178R12-262.jpg,178R12.262,Magic,Magic,1
178R12,"Monday, April 19th. 1920",FRANCES KINDERS,Dainty Vosalist and Dancar,NFA178R12-262.jpg,178R12.262,Singing,"Singing, Dance",2
178R12,"Monday, April 19th. 1920",IVOR VINTER,"England's Smallest Dapper Comedian,",NFA178R12-262.jpg,178R12.262,Comedians,"Comedians, Dance",2
178R12,"Monday, April 19th. 1920",JACK & LILY BUTT,High-class Comedy Act.,NFA178R12-262.jpg,178R12.262,Comedians,"Comedians, Magic",2
178R12,"Monday, April 19th. 1920",NELLIE WIGLEY,PRINCE CHARMING.,NFA178R12-262.jpg,178R12.262,Motion pictures,"Motion pictures, Singing",2
178R12,"Monday, April 19th. 1920",BIOSCOPE,Showing a Sarise al Noval axé interesting Pistaros.,NFA178R12-262.jpg,178R12.262,Comedians,"Comedians, Singing",2
178R12,"Monday, April 19th. 1920",MURIEL & ERNEST GEORGE & BUTCHER,In Selestions from their Repertoire of Old Folk Songs and Comedy Duets.,NFA178R12-262.jpg,178R12.262,Comedians,"Comedians, Singing",2
178R12,"Monday, Feb. 2nd, 1914",LIPINSKI'S,40 DOG COMEDIANS,NFA178R12-220.jpg,178R12.220,Animal trainers,Animal trainers,1
178R12,"Monday, Feb. 2nd, 1914",LIPINSKI'S,"In Startingly Natural Representation of the many Diverting and Comic Incidents of ""EVERY DAY LIFE IN DOG-TOWN."" A WONDERFUL ANIMAL PANTOMIME!",NFA178R12-220.jpg,178R12.220,Animal trainers,"Animal trainers, Comedians",2
178R12,"Monday, Feb. 2nd, 1914",ARTHUR LENNARD,"THE RENOWNED ACTOR-VOCALIST,",NFA178R12-220.jpg,178R12.220,Singing,"Singing, Musicians",2
178R12,"Monday, Feb. 2nd, 1914",ARTHUR LENNARD,"In his Clever Character Songs,",NFA178R12-220.jpg,178R12.220,Comedians,Comedians,1
178R12,"Monday, Feb. 2nd, 1914",J. W. WILSON,IN THE Hotel Neverwas,NFA178R12-220.jpg,178R12.220,Singing,Singing,1
178R12,"Monday, Feb. 2nd, 1914",NELLIE WARING,And NELLIE,NFA178R12-220.jpg,178R12.220,Motion pictures,"Motion pictures, Musicians",2
178R12,"Monday, Feb. 2nd, 1914",NELLIE WARING,A Comedy Duo par excellence.,NFA178R12-220.jpg,178R12.220,Comedians,Comedians,1
178R12,"Monday, Feb. 2nd, 1914",GIPSY WOOLE,GIPSY WOOLE AND GIRLS including DOFF DEE.,NFA178R12-220.jpg,178R12.220,Stunt performers,"Stunt performers, Animal trainers",2
178R12,"Monday, Feb. 2nd, 1914",GIPSY WOOLE,"In their Musical Scena, ""JIMMY VALENTINE'S PAL.""",NFA178R12-220.jpg,178R12.220,Comedians,Comedians,1
178R12,"Monday, Feb. 2nd, 1914",BILLY SIMPSON,"Comedian, in his Character Monologue, ""SAL, OLD GAL""",NFA178R12-220.jpg,178R12.220,Comedians,Comedians,1
178R12,"Monday, Feb. 2nd, 1914",STACEY and WILLIAMS,The Laughter Makers.,NFA178R12-220.jpg,178R12.220,Male impersonators,"Male impersonators, Singing",2
178R12,"Monday, Feb. 2nd, 1914",BROWN'S BIOSCOPE,Showing the Latest Novelties in Life-Motion Pictures.,NFA178R12-220.jpg,178R12.220,Motion pictures,"Motion pictures, Stunt performers",2
178R12,"Monday, Feb. 2nd, 1914",HARRY THORNTON,And EMMA WAGNER,NFA178R12-220.jpg,178R12.220,Dance,"Dance, Singing",2
178R12,"Monday, Feb. 2nd, 1914",HARRY THORNTON,A Clever American Vocal and Instrumental Act.,NFA178R12-220.jpg,178R12.220,Musicians,"Musicians, Singing",2
178R12,"Monday, July 19th, 1920",FRED LAKE,and TOM BARRASFORD,NFA178R12-267.jpg,178R12.267,Acrobats,"Acrobats, Gymnasts",2
178R12,"Monday, July 19th, 1920",BARRASFORD,In Vivacious Vocalism.,NFA178R12-267.jpg,178R12.267,Singing,Singing,1
178R12,"Monday, July 19th, 1920",MILES-STAVORDALE,QUINTETTE,NFA178R12-267.jpg,178R12.267,Magic,"Magic, Stunt performers",2
178R12,"Monday, July 19th, 1920",MILES-STAVORDALE,SONGS WITHOUT SINGERS' VOICES ON STRINGS' A Wonderful and Perfect Imitation of the Human Voice on Instruments.,NFA178R12-267.jpg,178R12.267,Singing,"Singing, Imitation",2
178R12,"Monday, July 19th, 1920",SCOTLAND,"Presenting Song, Comedy, Dialect, &c.",NFA178R12-267.jpg,178R12.267,Comedians,"Comedians, Singing",2
178R12,"Monday, July 19th, 1920",COTT ZIRAS,"Comedian, who Talks a bit and Sings a bit. In a Series of New Ideas.",NFA178R12-267.jpg,178R12.267,Comedians,Comedians,1
178R12,"Monday, July 19th, 1920",MADAM GODWIN,"Presents the Musical Act, ""GRANNY'S BIRTHDAY.""",NFA178R12-267.jpg,178R12.267,Musicians,Musicians,1
178R12,"Monday, July 19th, 1920",The OWYNS,In Harmony.,NFA178R12-267.jpg,178R12.267,Acrobats,"Acrobats, Gymnasts",2
178R12,"Monday, July 19th, 1920",BROWN'S ROYAL BIOSCOPE,Showing Latest News in Animation.,NFA178R12-267.jpg,178R12.267,Animal trainers,"Animal trainers, Motion pictures",2
178R12,"Monday, July 19th, 1920",MURPHY & MACK,"Present ""THE MAJOR'S REFLECTION.""",NFA178R12-267.jpg,178R12.267,Stunt performers,"Stunt performers, Musicians",2
178R12,"Monday, April 7, 1913",DOROTHY WARD,PREMIER PRINCIPAL BOY AND CLEVER MUSICAL COMEDY ARTISTE,NFA178R12-209.jpg,178R12.209,Comedians,"Comedians, Musicians",2
178R12,"Monday, April 7, 1913",SHAUN GLENVILLE,"THE POPULAR COMEDIAN,",NFA178R12-209.jpg,178R12.209,Comedians,Comedians,1
178R12,"Monday, April 7, 1913",Mrs. WALDER-WALLIS,"Who played ""Mrs. Malone"" in the Royal Court Theatre Pantomime.",NFA178R12-209.jpg,178R12.209,Singing,"Singing, Acrobats",2
178R12,"Monday, April 7, 1913",6 PURITAN MAIDS,PRESENTS THE,NFA178R12-209.jpg,178R12.209,Motion pictures,"Motion pictures, Singing",2
178R12,"Monday, April 7, 1913",TORINO,In a Charming Vocal and Instrumental Entertainment.,NFA178R12-209.jpg,178R12.209,Musicians,"Musicians, Singing",2
178R12,"Monday, April 7, 1913",WAKEFIELD,"The Peer of American Jugglers. Originator of ""The Waltzing Coin.""",NFA178R12-209.jpg,178R12.209,Jugglers,Jugglers,1
178R12,"Monday, April 7, 1913",THE MANINGOS,Coon Character Delineator.,NFA178R12-209.jpg,178R12.209,Imitation,Imitation,1
178R12,"Monday, April 7, 1913",JENNY AND JOE,A Unique Acrobatic and Equilibriatio Display.,NFA178R12-209.jpg,178R12.209,Acrobats,Acrobats,1
178R12,"Monday, April 7, 1913",BROWN'S ROYAL BIOSCOPE,In Comedy Songs and Neat Dances.,NFA178R12-209.jpg,178R12.209,Dance,"Dance, Comedians",2
178R12,"Monday, April 7, 1913",THE THREE LYRES,Showing the Latest Novelties in Life-Motion Pictures.,NFA178R12-209.jpg,178R12.209,Motion pictures,"Motion pictures, Stunt performers",2
178R12,"MONDAY, AUGUST 8th, 1892",RENNIE,"BROS.
Justly entitled the “HUMAN SNAKES,” which performance must be seen to be believed.",NFA178R12-26.jpg,178R12.26,Musicians,"Musicians, Acrobats",2
178R12,"MONDAY, AUGUST 8th, 1892",SISTERS KENDAL,EXQUISITE VOCALISTS AND DANCERS.,NFA178R12-26.jpg,178R12.26,Dance,Dance,1
178R12,"MONDAY, AUGUST 8th, 1892",REYNOLDS,One of the few Legitimate Comic Singers of the present day.,NFA178R12-26.jpg,178R12.26,Comedians,"Comedians, Singing",2
178R12,"MONDAY, AUGUST 8th, 1892",LONSDALE,"RETURN OF YOUR OLD FAVOURITES, MESSRS.",NFA178R12-26.jpg,178R12.26,Tightrope walking,"Tightrope walking, Stunt performers",2
178R12,"MONDAY, AUGUST 8th, 1892",GERAGHTY and GILLIGAN,THE SILENT CONVERSATIONALISTS!,NFA178R12-26.jpg,178R12.26,Singing,"Singing, Musicians",2
178R12,"MONDAY, AUGUST 8th, 1892",HORMAN,Burlesque Artiste and Character Vocalist.,NFA178R12-26.jpg,178R12.26,Comedians,"Comedians, Imitation",2
178R12,"MONDAY, AUGUST 8th, 1892",LANG,THE FAVOURITE DESCRIPTIVE VOCALIST AND DANCER.,NFA178R12-26.jpg,178R12.26,Dance,Dance,1
178R12,"MONDAY, AUGUST 8th, 1892",WRIGHT,A COMIC VOCALIST YOU CAN UNDERSTAND.,NFA178R12-26.jpg,178R12.26,Comedians,Comedians,1
178R12,"MONDAY, AUGUST 8th, 1892",YATES,"Most Important Engagement, “to the Lovers of Sweet Sounds,” of MISS WINIFRED",NFA178R12-26.jpg,178R12.26,Musicians,"Musicians, Comedians",2
178R12,"MONDAY, AUGUST 8th, 1892",EMSLIE,"AND MR. ROBERT
The Great and Popular Operatic Duettists and Ballad Vocalists.",NFA178R12-26.jpg,178R12.26,Singing,Singing,1
178R12,"MONDAY, APRIL 10th, 1893",DUNBAR,"The Greatest Vocal Actor in the Profession. Hear his Popular Nautical Song ""LASSES AT THE TOW-ROPE""",NFA178R12-39.jpg,178R12.39,Singing,Singing,1
178R12,"MONDAY, APRIL 10th, 1893",CISSIE TRENT,"For Six Nights only, the Captivating Transformation Dancer, Miss",NFA178R12-39.jpg,178R12.39,Dance,"Dance, Magic",2
178R12,"MONDAY, APRIL 10th, 1893",CHIPPENDALE,"Queen of Quick Change Artistes. For One Week only, Mr. J. L.",NFA178R12-39.jpg,178R12.39,Magic,Magic,1
178R12,"MONDAY, APRIL 10th, 1893",Miss RETTA RICHTER,"Hibernian Vocalist, Comedian and Dancer. Engagement for a limited period of",NFA178R12-39.jpg,178R12.39,Dance,Dance,1
178R12,"MONDAY, APRIL 10th, 1893",FOSTER,Serio-Comic and Descriptive Vocalist.,NFA178R12-39.jpg,178R12.39,Comedians,"Comedians, Singing",2
178R12,"MONDAY, APRIL 10th, 1893",LOUISIANA MINSTRELS,"First Appearance in Birkenhead of Mr. HARRY. The Vocal Phenomenon, in his Celebrated Entertainment, ""MIRTHFUL MOMENTS.""",NFA178R12-39.jpg,178R12.39,Singing,"Singing, Acrobats",2
178R12,"MONDAY, APRIL 10th, 1893",POLLY REDFERN,"In consequence of the Enormous Success of the Comedy Team of. They are retained for another Week. For Six Nights only, the Pleasing Vocalist, Miss",NFA178R12-39.jpg,178R12.39,Comedians,"Comedians, Singing",2
178R12,"MONDAY, APRIL 10th, 1893",REGENT,"Wonderful Voice. Favourite Songs. Splendid Wardrobe. For One Week only, Engagement of Mr. GEORGE",NFA178R12-39.jpg,178R12.39,Singing,"Singing, Tightrope walking",2
178R12,"MONDAY, APRIL 10th, 1893",O'MARA,"The Great Comic, Extempore and Topical Vocalist. Engagement for Six Nights of Mr. FRANK",NFA178R12-39.jpg,178R12.39,Comedians,Comedians,1
178R12,"MONDAY, APRIL 10th, 1893",GATWARDS,"Character Vocalist and Dancer. Enormous Expensive Engagement of ""Society's Stars,"" THE",NFA178R12-39.jpg,178R12.39,Imitation,"Imitation, Dance",2
178R12,"MONDAY, APRIL 10th, 1893",(HAL AND WINNIE.),"Speciality Performers, Musical Artistes, Artistic Dancers, Double Banjoists and Expert Manipulators of a Beautiful Peal of Silver-toned Bells.",NFA178R12-39.jpg,178R12.39,Dance,Dance,1
178R12,"Monday, March 31, 1913",WEE GEORGIE WOOD,"IN HIS NEW SCENA, “BABY IN INDIA.”",NFA178R12-208.jpg,178R12.208,Acrobats,"Acrobats, Gymnasts",2
178R12,"Monday, March 31, 1913",BEAUMONT COLLINS,"And WEST-END LONDON COMPANY, In a High-Cinas, Cleverly Written, Brilliantly Constructed, and Faultlessly Acted, Domestic Comedy Sketch, “BED-FELLOWS.”",NFA178R12-208.jpg,178R12.208,Comedians,"Comedians, Singing",2
178R12,"Monday, March 31, 1913",MAY MARS,"The Popular Songstress,",NFA178R12-208.jpg,178R12.208,Singing,Singing,1
178R12,"Monday, March 31, 1913",PHIL REES',A LAUGH! A SCREAM!! A YELL!!!,NFA178R12-208.jpg,178R12.208,Singing,Singing,1
178R12,"Monday, March 31, 1913",NELLIE LEWIS,"In her Beautiful Scena, “IN THE SHADOW OF THE PYRAMIDS.”",NFA178R12-208.jpg,178R12.208,Comedians,"Comedians, Animal trainers",2
178R12,"Monday, March 31, 1913",STABLE LADS,,NFA178R12-208.jpg,178R12.208,Unknown,Unknown,0
178R12,"Monday, March 31, 1913",JACK W. ROOKE,Chorus Songster.,NFA178R12-208.jpg,178R12.208,Singing,Singing,1
178R12,"Monday, March 31, 1913",TOM E. DEAN,"In ""AFTER THE TRIAL.""",NFA178R12-208.jpg,178R12.208,Singing,"Singing, Dance",2
178R12,"Monday, March 31, 1913",COSGROVE AND BURNS,Yorkshire Comedian.,NFA178R12-208.jpg,178R12.208,Comedians,"Comedians, Tightrope walking",2
178R12,"Monday, March 31, 1913",BROWN'S ROYAL BIOSCOPE,Favorite Comedian.,NFA178R12-208.jpg,178R12.208,Comedians,"Comedians, Singing",2
178R12,"Monday, March 31, 1913",J. P. LING,Showing the Latest Novelties in Life-Motion Pictures.,NFA178R12-208.jpg,178R12.208,Motion pictures,"Motion pictures, Stunt performers",2
178R12,"Monday, March 31, 1913","Comedy Duetists, in “HARMONY AND TROUBLES.”","The Versatile Entertainer,",NFA178R12-208.jpg,178R12.208,Singing,"Singing, Animal trainers",2
178R12,"Monday, March 31, 1913",,"Featuring his Laughable Burlesque, “THE RAG-TIME VILLAGE.”",NFA178R12-208.jpg,178R12.208,Comedians,"Comedians, Male impersonators",2
